day,week,hour,minute,request,maxReq20minutes,minReq20minutes,meanReq20minutes
7,5,14,20,1776,1476,717,1070.25
7,5,14,25,1188,1776,717,1145.25
7,5,14,30,1176,1776,717,1252.5
7,5,14,35,891,1776,1176,1367.25
7,5,14,40,1401,1776,891,1257.75
7,5,14,45,1239,1401,891,1164
7,5,14,50,1059,1401,891,1176.75
7,5,14,55,1131,1401,891,1147.5
7,5,15,0,1437,1401,1059,1207.5
7,5,15,5,1251,1437,1059,1216.5
7,5,15,10,1578,1437,1059,1219.5
7,5,15,15,1413,1578,1131,1349.25
7,5,15,20,1380,1578,1251,1419.75
7,5,15,25,1464,1578,1251,1405.5
7,5,15,30,1518,1578,1380,1458.75
7,5,15,35,1434,1518,1380,1443.75
7,5,15,40,1308,1518,1380,1449
7,5,15,45,1515,1518,1308,1431
7,5,15,50,1542,1518,1308,1443.75
7,5,15,55,1416,1542,1308,1449.75
7,5,16,0,1569,1542,1308,1445.25
7,5,16,5,1614,1569,1416,1510.5
7,5,16,10,1647,1614,1416,1535.25
7,5,16,15,1374,1647,1416,1561.5
7,5,16,20,1278,1647,1374,1551
7,5,16,25,1386,1647,1278,1478.25
7,5,16,30,1209,1647,1278,1421.25
7,5,16,35,1107,1386,1209,1311.75
7,5,16,40,1389,1386,1107,1245
7,5,16,45,1260,1389,1107,1272.75
7,5,16,50,1182,1389,1107,1241.25
7,5,16,55,1332,1389,1107,1234.5
7,5,17,0,1233,1389,1182,1290.75
7,5,17,5,1455,1332,1182,1251.75
7,5,17,10,1113,1455,1182,1300.5
7,5,17,15,1329,1455,1113,1283.25
7,5,17,20,909,1455,1113,1282.5
7,5,17,25,1251,1455,909,1201.5
7,5,17,30,1485,1329,909,1150.5
7,5,17,35,1305,1485,909,1243.5
7,5,17,40,1209,1485,909,1237.5
7,5,17,45,1536,1485,1209,1312.5
7,5,17,50,1212,1536,1209,1383.75
7,5,17,55,960,1536,1209,1315.5
7,5,18,0,843,1536,960,1229.25
7,5,18,5,840,1536,843,1137.75
7,5,18,10,1110,1212,840,963.75
7,5,18,15,1023,1110,840,938.25
7,5,18,20,987,1110,840,954
7,5,18,25,1062,1110,840,990
7,5,18,30,867,1110,987,1045.5
7,5,18,35,756,1062,867,984.75
7,5,18,40,645,1062,756,918
7,5,18,45,648,1062,645,832.5
7,5,18,50,756,867,645,729
7,5,18,55,462,756,645,701.25
7,5,19,0,579,756,462,627.75
7,5,19,5,696,756,462,611.25
7,5,19,10,675,756,462,623.25
7,5,19,15,699,696,462,603
7,5,19,20,645,699,579,662.25
7,5,19,25,561,699,645,678.75
7,5,19,30,555,699,561,645
7,5,19,35,417,699,555,615
7,5,19,40,558,645,417,544.5
7,5,19,45,678,561,417,522.75
7,5,19,50,690,678,417,552
7,5,19,55,909,690,417,585.75
7,5,20,0,819,909,558,708.75
7,5,20,5,615,909,678,774
7,5,20,10,603,909,615,758.25
7,5,20,15,639,909,603,736.5
7,5,20,20,510,819,603,669
7,5,20,25,666,639,510,591.75
7,5,20,30,777,666,510,604.5
7,5,20,35,708,777,510,648
7,5,20,40,615,777,510,665.25
7,5,20,45,714,777,615,691.5
7,5,20,50,765,777,615,703.5
7,5,20,55,609,765,615,700.5
7,5,21,0,324,765,609,675.75
7,5,21,5,504,765,324,603
7,5,21,10,747,765,324,550.5
7,5,21,15,507,747,324,546
7,5,21,20,528,747,324,520.5
7,5,21,25,627,747,504,571.5
7,5,21,30,624,747,507,602.25
7,5,21,35,858,627,507,571.5
7,5,21,40,462,858,528,659.25
7,5,21,45,786,858,462,642.75
7,5,21,50,678,858,462,682.5
7,5,21,55,705,858,462,696
7,5,22,0,591,786,462,657.75
7,5,22,5,681,786,591,690
7,5,22,10,654,705,591,663.75
7,5,22,15,570,705,591,657.75
7,5,22,20,669,681,570,624
7,5,22,25,693,681,570,643.5
7,5,22,30,687,693,570,646.5
7,5,22,35,759,693,570,654.75
7,5,22,40,411,759,669,702
7,5,22,45,567,759,411,637.5
7,5,22,50,657,759,411,606
7,5,22,55,450,759,411,598.5
7,5,23,0,381,657,411,521.25
7,5,23,5,423,657,381,513.75
7,5,23,10,567,657,381,477.75
7,5,23,15,429,567,381,455.25
7,5,23,20,678,567,381,450
7,5,23,25,696,678,423,524.25
7,5,23,30,594,696,429,592.5
7,5,23,35,687,696,429,599.25
7,5,23,40,798,696,594,663.75
7,5,23,45,729,798,594,693.75
7,5,23,50,723,798,594,702
7,5,23,55,636,798,687,734.25
8,6,0,0,621,798,636,721.5
8,6,0,5,504,729,621,677.25
8,6,0,10,456,723,504,621
8,6,0,15,504,636,456,554.25
8,6,0,20,720,621,456,521.25
8,6,0,25,528,720,456,546
8,6,0,30,516,720,456,552
8,6,0,35,579,720,504,567
8,6,0,40,747,720,516,585.75
8,6,0,45,546,747,516,592.5
8,6,0,50,846,747,516,597
8,6,0,55,591,846,546,679.5
8,6,1,0,762,846,546,682.5
8,6,1,5,639,846,546,686.25
8,6,1,10,534,846,591,709.5
8,6,1,15,336,762,534,631.5
8,6,1,20,330,762,336,567.75
8,6,1,25,201,639,330,459.75
8,6,1,30,237,534,201,350.25
8,6,1,35,309,336,201,276
8,6,1,40,420,330,201,269.25
8,6,1,45,423,420,201,291.75
8,6,1,50,471,423,237,347.25
8,6,1,55,459,471,309,405.75
8,6,2,0,465,471,420,443.25
8,6,2,5,429,471,423,454.5
8,6,2,10,522,471,429,456
8,6,2,15,300,522,429,468.75
8,6,2,20,282,522,300,429
8,6,2,25,297,522,282,383.25
8,6,2,30,381,522,282,350.25
8,6,2,35,252,381,282,315
8,6,2,40,207,381,252,303
8,6,2,45,336,381,207,284.25
8,6,2,50,168,381,207,294
8,6,2,55,198,336,168,240.75
8,6,3,0,225,336,168,227.25
8,6,3,5,186,336,168,231.75
8,6,3,10,165,225,168,194.25
8,6,3,15,210,225,165,193.5
8,6,3,20,237,225,165,196.5
8,6,3,25,225,237,165,199.5
8,6,3,30,258,237,165,209.25
8,6,3,35,297,258,210,232.5
8,6,3,40,204,297,225,254.25
8,6,3,45,195,297,204,246
8,6,3,50,105,297,195,238.5
8,6,3,55,324,297,105,200.25
8,6,4,0,246,324,105,207
8,6,4,5,207,324,105,217.5
8,6,4,10,219,324,105,220.5
8,6,4,15,192,324,207,249
8,6,4,20,180,246,192,216
8,6,4,25,132,219,180,199.5
8,6,4,30,216,219,132,180.75
8,6,4,35,129,216,132,180
8,6,4,40,117,216,129,164.25
8,6,4,45,63,216,117,148.5
8,6,4,50,123,216,63,131.25
8,6,4,55,120,129,63,108
8,6,5,0,240,123,63,105.75
8,6,5,5,360,240,63,136.5
8,6,5,10,201,360,120,210.75
8,6,5,15,132,360,120,230.25
8,6,5,20,165,360,132,233.25
8,6,5,25,201,360,132,214.5
8,6,5,30,207,201,132,174.75
8,6,5,35,279,207,132,176.25
8,6,5,40,237,279,165,213
8,6,5,45,237,279,201,231
8,6,5,50,141,279,207,240
8,6,5,55,198,279,141,223.5
8,6,6,0,243,237,141,203.25
8,6,6,5,147,243,141,204.75
8,6,6,10,123,243,141,182.25
8,6,6,15,222,243,123,177.75
8,6,6,20,225,243,123,183.75
8,6,6,25,234,225,123,179.25
8,6,6,30,273,234,123,201
8,6,6,35,201,273,222,238.5
8,6,6,40,255,273,201,233.25
8,6,6,45,126,273,201,240.75
8,6,6,50,198,273,126,213.75
8,6,6,55,135,255,126,195
8,6,7,0,195,255,126,178.5
8,6,7,5,177,198,126,163.5
8,6,7,10,255,198,135,176.25
8,6,7,15,201,255,135,190.5
8,6,7,20,330,255,177,207
8,6,7,25,321,330,177,240.75
8,6,7,30,192,330,201,276.75
8,6,7,35,264,330,192,261
8,6,7,40,147,330,192,276.75
8,6,7,45,198,321,147,231
8,6,7,50,204,264,147,200.25
8,6,7,55,201,264,147,203.25
8,6,8,0,180,204,147,187.5
8,6,8,5,216,204,180,195.75
8,6,8,10,141,216,180,200.25
8,6,8,15,156,216,141,184.5
8,6,8,20,174,216,141,173.25
8,6,8,25,174,216,141,171.75
8,6,8,30,234,174,141,161.25
8,6,8,35,399,234,156,184.5
8,6,8,40,177,399,174,245.25
8,6,8,45,399,399,174,246
8,6,8,50,462,399,177,302.25
8,6,8,55,318,462,177,359.25
8,6,9,0,318,462,177,339
8,6,9,5,213,462,318,374.25
8,6,9,10,324,462,213,327.75
8,6,9,15,381,324,213,293.25
8,6,9,20,297,381,213,309
8,6,9,25,267,381,213,303.75
8,6,9,30,324,381,267,317.25
8,6,9,35,315,381,267,317.25
8,6,9,40,480,324,267,300.75
8,6,9,45,297,480,267,346.5
8,6,9,50,321,480,297,354
8,6,9,55,291,480,297,353.25
8,6,10,0,369,480,291,347.25
8,6,10,5,489,369,291,319.5
8,6,10,10,549,489,291,367.5
8,6,10,15,552,549,291,424.5
8,6,10,20,432,552,369,489.75
8,6,10,25,642,552,432,505.5
8,6,10,30,534,642,432,543.75
8,6,10,35,405,642,432,540
8,6,10,40,471,642,405,503.25
8,6,10,45,372,642,405,513
8,6,10,50,414,534,372,445.5
8,6,10,55,378,471,372,415.5
8,6,11,0,426,471,372,408.75
8,6,11,5,351,426,372,397.5
8,6,11,10,348,426,351,392.25
8,6,11,15,444,426,348,375.75
8,6,11,20,417,444,348,392.25
8,6,11,25,459,444,348,390
8,6,11,30,219,459,348,417
8,6,11,35,396,459,219,384.75
8,6,11,40,342,459,219,372.75
8,6,11,45,369,459,219,354
8,6,11,50,465,396,219,331.5
8,6,11,55,438,465,342,393
8,6,12,0,627,465,342,403.5
8,6,12,5,465,627,369,474.75
8,6,12,10,369,627,438,498.75
8,6,12,15,447,627,369,474.75
8,6,12,20,729,627,369,477
8,6,12,25,336,729,369,502.5
8,6,12,30,423,729,336,470.25
8,6,12,35,276,729,336,483.75
8,6,12,40,384,729,276,441
8,6,12,45,438,423,276,354.75
8,6,12,50,249,438,276,380.25
8,6,12,55,399,438,249,336.75
8,6,13,0,357,438,249,367.5
8,6,13,5,489,438,249,360.75
8,6,13,10,513,489,249,373.5
8,6,13,15,462,513,357,439.5
8,6,13,20,585,513,357,455.25
8,6,13,25,588,585,462,512.25
8,6,13,30,525,588,462,537
8,6,13,35,333,588,462,540
8,6,13,40,300,588,333,507.75
8,6,13,45,495,588,300,436.5
8,6,13,50,510,525,300,413.25
8,6,13,55,585,510,300,409.5
8,6,14,0,558,585,300,472.5
8,6,14,5,459,585,495,537
8,6,14,10,456,585,459,528
8,6,14,15,531,585,456,514.5
8,6,14,20,504,558,456,501
8,6,14,25,786,531,456,487.5
8,6,14,30,657,786,456,569.25
8,6,14,35,660,786,504,619.5
8,6,14,40,618,786,504,651.75
8,6,14,45,702,786,618,680.25
8,6,14,50,588,702,618,659.25
8,6,14,55,642,702,588,642
8,6,15,0,582,702,588,637.5
8,6,15,5,492,702,582,628.5
8,6,15,10,411,642,492,576
8,6,15,15,507,642,411,531.75
8,6,15,20,534,582,411,498
8,6,15,25,459,534,411,486
8,6,15,30,507,534,411,477.75
8,6,15,35,522,534,459,501.75
8,6,15,40,357,534,459,505.5
8,6,15,45,600,522,357,461.25
8,6,15,50,444,600,357,496.5
8,6,15,55,540,600,357,480.75
8,6,16,0,525,600,357,485.25
8,6,16,5,513,600,444,527.25
8,6,16,10,723,540,444,505.5
8,6,16,15,441,723,513,575.25
8,6,16,20,498,723,441,550.5
8,6,16,25,609,723,441,543.75
8,6,16,30,900,723,441,567.75
8,6,16,35,651,900,441,612
8,6,16,40,636,900,498,664.5
8,6,16,45,573,900,609,699
8,6,16,50,555,900,573,690
8,6,16,55,414,651,555,603.75
8,6,17,0,627,636,414,544.5
8,6,17,5,552,627,414,542.25
8,6,17,10,414,627,414,537
8,6,17,15,489,627,414,501.75
8,6,17,20,498,627,414,520.5
8,6,17,25,729,552,414,488.25
8,6,17,30,672,729,414,532.5
8,6,17,35,612,729,489,597
8,6,17,40,618,729,498,627.75
8,6,17,45,525,729,612,657.75
8,6,17,50,714,672,525,606.75
8,6,17,55,528,714,525,617.25
8,6,18,0,468,714,525,596.25
8,6,18,5,369,714,468,558.75
8,6,18,10,381,714,369,519.75
8,6,18,15,396,528,369,436.5
8,6,18,20,516,468,369,403.5
8,6,18,25,636,516,369,415.5
8,6,18,30,402,636,381,482.25
8,6,18,35,351,636,396,487.5
8,6,18,40,411,636,351,476.25
8,6,18,45,399,636,351,450
8,6,18,50,633,411,351,390.75
8,6,18,55,405,633,351,448.5
8,6,19,0,465,633,399,462
8,6,19,5,555,633,399,475.5
8,6,19,10,531,633,405,514.5
8,6,19,15,477,555,405,489
8,6,19,20,396,555,465,507
8,6,19,25,369,555,396,489.75
8,6,19,30,378,531,369,443.25
8,6,19,35,330,477,369,405
8,6,19,40,435,396,330,368.25
8,6,19,45,435,435,330,378
8,6,19,50,552,435,330,394.5
8,6,19,55,426,552,330,438
8,6,20,0,582,552,426,462
8,6,20,5,312,582,426,498.75
8,6,20,10,318,582,312,468
8,6,20,15,318,582,312,409.5
8,6,20,20,399,582,312,382.5
8,6,20,25,516,399,312,336.75
8,6,20,30,528,516,318,387.75
8,6,20,35,339,528,318,440.25
8,6,20,40,354,528,339,445.5
8,6,20,45,480,528,339,434.25
8,6,20,50,480,528,339,425.25
8,6,20,55,381,480,339,413.25
8,6,21,0,459,480,354,423.75
8,6,21,5,462,480,381,450
8,6,21,10,420,480,381,445.5
8,6,21,15,387,462,381,430.5
8,6,21,20,447,462,387,432
8,6,21,25,591,462,387,429
8,6,21,30,375,591,387,461.25
8,6,21,35,534,591,375,450
8,6,21,40,507,591,375,486.75
8,6,21,45,462,591,375,501.75
8,6,21,50,471,534,375,469.5
8,6,21,55,510,534,462,493.5
8,6,22,0,492,510,462,487.5
8,6,22,5,339,510,462,483.75
8,6,22,10,345,510,339,453
8,6,22,15,513,510,339,421.5
8,6,22,20,429,513,339,422.25
8,6,22,25,627,513,339,406.5
8,6,22,30,540,627,345,478.5
8,6,22,35,369,627,429,527.25
8,6,22,40,480,627,369,491.25
8,6,22,45,576,627,369,504
8,6,22,50,408,576,369,491.25
8,6,22,55,585,576,369,458.25
8,6,23,0,468,585,408,512.25
8,6,23,5,639,585,408,509.25
8,6,23,10,705,639,408,525
8,6,23,15,495,705,468,599.25
8,6,23,20,465,705,468,576.75
8,6,23,25,501,705,465,576
8,6,23,30,573,705,465,541.5
8,6,23,35,402,573,465,508.5
8,6,23,40,393,573,402,485.25
8,6,23,45,525,573,393,467.25
8,6,23,50,414,573,393,473.25
8,6,23,55,459,525,393,433.5
9,7,0,0,345,525,393,447.75
9,7,0,5,492,525,345,435.75
9,7,0,10,432,492,345,427.5
9,7,0,15,459,492,345,432
9,7,0,20,399,492,345,432
9,7,0,25,399,492,399,445.5
9,7,0,30,402,459,399,422.25
9,7,0,35,543,459,399,414.75
9,7,0,40,276,543,399,435.75
9,7,0,45,354,543,276,405
9,7,0,50,321,543,276,393.75
9,7,0,55,369,543,276,373.5
9,7,1,0,324,369,276,330
9,7,1,5,201,369,321,342
9,7,1,10,213,369,201,303.75
9,7,1,15,231,369,201,276.75
9,7,1,20,390,324,201,242.25
9,7,1,25,429,390,201,258.75
9,7,1,30,393,429,213,315.75
9,7,1,35,735,429,231,360.75
9,7,1,40,540,735,390,486.75
9,7,1,45,420,735,393,524.25
9,7,1,50,420,735,393,522
9,7,1,55,249,735,420,528.75
9,7,2,0,228,540,249,407.25
9,7,2,5,312,420,228,329.25
9,7,2,10,345,420,228,302.25
9,7,2,15,192,345,228,283.5
9,7,2,20,408,345,192,269.25
9,7,2,25,303,408,192,314.25
9,7,2,30,369,408,192,312
9,7,2,35,255,408,192,318
9,7,2,40,351,408,255,333.75
9,7,2,45,345,369,255,319.5
9,7,2,50,252,369,255,330
9,7,2,55,342,351,252,300.75
9,7,3,0,342,351,252,322.5
9,7,3,5,270,345,252,320.25
9,7,3,10,249,342,252,301.5
9,7,3,15,228,342,249,300.75
9,7,3,20,213,342,228,272.25
9,7,3,25,219,270,213,240
9,7,3,30,318,249,213,227.25
9,7,3,35,204,318,213,244.5
9,7,3,40,228,318,204,238.5
9,7,3,45,282,318,204,242.25
9,7,3,50,249,318,204,258
9,7,3,55,219,282,204,240.75
9,7,4,0,324,282,219,244.5
9,7,4,5,207,324,219,268.5
9,7,4,10,204,324,207,249.75
9,7,4,15,174,324,204,238.5
9,7,4,20,336,324,174,227.25
9,7,4,25,153,336,174,230.25
9,7,4,30,243,336,153,216.75
9,7,4,35,141,336,153,226.5
9,7,4,40,177,336,141,218.25
9,7,4,45,126,243,141,178.5
9,7,4,50,144,243,126,171.75
9,7,4,55,81,177,126,147
9,7,5,0,69,177,81,132
9,7,5,5,162,144,69,105
9,7,5,10,69,162,69,114
9,7,5,15,192,162,69,95.25
9,7,5,20,135,192,69,123
9,7,5,25,84,192,69,139.5
9,7,5,30,66,192,69,120
9,7,5,35,54,192,66,119.25
9,7,5,40,75,135,54,84.75
9,7,5,45,81,84,54,69.75
9,7,5,50,105,81,54,69
9,7,5,55,99,105,54,78.75
9,7,6,0,171,105,75,90
9,7,6,5,111,171,81,114
9,7,6,10,135,171,99,121.5
9,7,6,15,108,171,99,129
9,7,6,20,159,171,108,131.25
9,7,6,25,36,159,108,128.25
9,7,6,30,57,159,36,109.5
9,7,6,35,48,159,36,90
9,7,6,40,168,159,36,75
9,7,6,45,87,168,36,77.25
9,7,6,50,144,168,48,90
9,7,6,55,102,168,48,111.75
9,7,7,0,141,168,87,125.25
9,7,7,5,177,144,87,118.5
9,7,7,10,81,177,102,141
9,7,7,15,132,177,81,125.25
9,7,7,20,216,177,81,132.75
9,7,7,25,123,216,81,151.5
9,7,7,30,141,216,81,138
9,7,7,35,48,216,123,153
9,7,7,40,105,216,48,132
9,7,7,45,126,141,48,104.25
9,7,7,50,111,141,48,105
9,7,7,55,51,126,48,97.5
9,7,8,0,108,126,51,98.25
9,7,8,5,120,126,51,99
9,7,8,10,111,120,51,97.5
9,7,8,15,183,120,51,97.5
9,7,8,20,249,183,108,130.5
9,7,8,25,210,249,111,165.75
9,7,8,30,186,249,111,188.25
9,7,8,35,168,249,183,207
9,7,8,40,195,249,168,203.25
9,7,8,45,216,210,168,189.75
9,7,8,50,228,216,168,191.25
9,7,8,55,150,228,168,201.75
9,7,9,0,285,228,150,197.25
9,7,9,5,225,285,150,219.75
9,7,9,10,297,285,150,222
9,7,9,15,168,297,150,239.25
9,7,9,20,255,297,168,243.75
9,7,9,25,252,297,168,236.25
9,7,9,30,300,297,168,243
9,7,9,35,384,300,168,243.75
9,7,9,40,423,384,252,297.75
9,7,9,45,258,423,252,339.75
9,7,9,50,123,423,258,341.25
9,7,9,55,234,423,123,297
9,7,10,0,414,423,123,259.5
9,7,10,5,336,414,123,257.25
9,7,10,10,258,414,123,276.75
9,7,10,15,399,414,234,310.5
9,7,10,20,372,414,258,351.75
9,7,10,25,273,399,258,341.25
9,7,10,30,192,399,258,325.5
9,7,10,35,321,399,192,309
9,7,10,40,282,372,192,289.5
9,7,10,45,330,321,192,267
9,7,10,50,252,330,192,281.25
9,7,10,55,387,330,252,296.25
9,7,11,0,402,387,252,312.75
9,7,11,5,435,402,252,342.75
9,7,11,10,681,435,252,369
9,7,11,15,453,681,387,476.25
9,7,11,20,624,681,402,492.75
9,7,11,25,468,681,435,548.25
9,7,11,30,273,681,453,556.5
9,7,11,35,516,624,273,454.5
9,7,11,40,384,624,273,470.25
9,7,11,45,516,516,273,410.25
9,7,11,50,537,516,273,422.25
9,7,11,55,519,537,384,488.25
9,7,12,0,315,537,384,489
9,7,12,5,477,537,315,471.75
9,7,12,10,363,537,315,462
9,7,12,15,444,519,315,418.5
9,7,12,20,321,477,315,399.75
9,7,12,25,408,477,321,401.25
9,7,12,30,528,444,321,384
9,7,12,35,585,528,321,425.25
9,7,12,40,510,585,321,460.5
9,7,12,45,372,585,408,507.75
9,7,12,50,465,585,372,498.75
9,7,12,55,726,585,372,483
9,7,13,0,519,726,372,518.25
9,7,13,5,282,726,372,520.5
9,7,13,10,402,726,282,498
9,7,13,15,453,726,282,482.25
9,7,13,20,591,519,282,414
9,7,13,25,390,591,282,432
9,7,13,30,294,591,390,459
9,7,13,35,318,591,294,432
9,7,13,40,582,591,294,398.25
9,7,13,45,372,582,294,396
9,7,13,50,420,582,294,391.5
9,7,13,55,285,582,318,423
9,7,14,0,357,582,285,414.75
9,7,14,5,561,420,285,358.5
9,7,14,10,486,561,285,405.75
9,7,14,15,339,561,285,422.25
9,7,14,20,525,561,339,435.75
9,7,14,25,627,561,339,477.75
9,7,14,30,645,627,339,494.25
9,7,14,35,615,645,339,534
9,7,14,40,573,645,525,603
9,7,14,45,393,645,573,615
9,7,14,50,612,645,393,556.5
9,7,14,55,393,615,393,548.25
9,7,15,0,369,612,393,492.75
9,7,15,5,453,612,369,441.75
9,7,15,10,393,612,369,456.75
9,7,15,15,414,453,369,402
9,7,15,20,315,453,369,407.25
9,7,15,25,510,453,315,393.75
9,7,15,30,312,510,315,408
9,7,15,35,393,510,312,387.75
9,7,15,40,339,510,312,382.5
9,7,15,45,510,510,312,388.5
9,7,15,50,639,510,312,388.5
9,7,15,55,630,639,339,470.25
9,7,16,0,573,639,339,529.5
9,7,16,5,453,639,510,588
9,7,16,10,594,639,453,573.75
9,7,16,15,519,630,453,562.5
9,7,16,20,447,594,453,534.75
9,7,16,25,483,594,447,503.25
9,7,16,30,729,594,447,510.75
9,7,16,35,615,729,447,544.5
9,7,16,40,552,729,447,568.5
9,7,16,45,525,729,483,594.75
9,7,16,50,534,729,525,605.25
9,7,16,55,651,615,525,556.5
9,7,17,0,462,651,525,565.5
9,7,17,5,657,651,462,543
9,7,17,10,561,657,462,576
9,7,17,15,435,657,462,582.75
9,7,17,20,378,657,435,528.75
9,7,17,25,435,657,378,507.75
9,7,17,30,441,561,378,452.25
9,7,17,35,402,441,378,422.25
9,7,17,40,519,441,378,414
9,7,17,45,510,519,402,449.25
9,7,17,50,384,519,402,468
9,7,17,55,330,519,384,453.75
9,7,18,0,456,519,330,435.75
9,7,18,5,519,510,330,420
9,7,18,10,369,519,330,422.25
9,7,18,15,438,519,330,418.5
9,7,18,20,345,519,369,445.5
9,7,18,25,441,519,345,417.75
9,7,18,30,459,441,345,398.25
9,7,18,35,405,459,345,420.75
9,7,18,40,549,459,345,412.5
9,7,18,45,438,549,405,463.5
9,7,18,50,393,549,405,462.75
9,7,18,55,378,549,393,446.25
9,7,19,0,411,549,378,439.5
9,7,19,5,672,438,378,405
9,7,19,10,426,672,378,463.5
9,7,19,15,381,672,378,471.75
9,7,19,20,423,672,381,472.5
9,7,19,25,258,672,381,475.5
9,7,19,30,363,426,258,372
9,7,19,35,495,423,258,356.25
9,7,19,40,372,495,258,384.75
9,7,19,45,330,495,258,372
9,7,19,50,474,495,330,390
9,7,19,55,441,495,330,417.75
9,7,20,0,555,474,330,404.25
9,7,20,5,438,555,330,450
9,7,20,10,681,555,438,477
9,7,20,15,648,681,438,528.75
9,7,20,20,588,681,438,580.5
9,7,20,25,492,681,438,588.75
9,7,20,30,588,681,492,602.25
9,7,20,35,660,648,492,579
9,7,20,40,687,660,492,582
9,7,20,45,477,687,492,606.75
9,7,20,50,528,687,477,603
9,7,20,55,585,687,477,588
9,7,21,0,582,687,477,569.25
9,7,21,5,483,585,477,543
9,7,21,10,687,585,483,544.5
9,7,21,15,468,687,483,584.25
9,7,21,20,522,687,468,555
9,7,21,25,465,687,468,540
9,7,21,30,453,687,465,535.5
9,7,21,35,486,522,453,477
9,7,21,40,579,522,453,481.5
9,7,21,45,567,579,453,495.75
9,7,21,50,552,579,453,521.25
9,7,21,55,639,579,486,546
9,7,22,0,681,639,552,584.25
9,7,22,5,555,681,552,609.75
9,7,22,10,612,681,552,606.75
9,7,22,15,507,681,555,621.75
9,7,22,20,591,681,507,588.75
9,7,22,25,402,612,507,566.25
9,7,22,30,327,612,402,528
9,7,22,35,369,591,327,456.75
9,7,22,40,354,591,327,422.25
9,7,22,45,498,402,327,363
9,7,22,50,279,498,327,387
9,7,22,55,387,498,279,375
9,7,23,0,582,498,279,379.5
9,7,23,5,507,582,279,436.5
9,7,23,10,363,582,279,438.75
9,7,23,15,396,582,363,459.75
9,7,23,20,387,582,363,462
9,7,23,25,351,507,363,413.25
9,7,23,30,459,396,351,374.25
9,7,23,35,387,459,351,398.25
9,7,23,40,453,459,351,396
9,7,23,45,546,459,351,412.5
9,7,23,50,354,546,387,461.25
9,7,23,55,519,546,354,435
10,1,0,0,573,546,354,468
10,1,0,5,510,573,354,498
10,1,0,10,468,573,354,489
10,1,0,15,432,573,468,517.5
10,1,0,20,486,573,432,495.75
10,1,0,25,444,510,432,474
10,1,0,30,417,486,432,457.5
10,1,0,35,381,486,417,444.75
10,1,0,40,531,486,381,432
10,1,0,45,447,531,381,443.25
10,1,0,50,288,531,381,444
10,1,0,55,546,531,288,411.75
10,1,1,0,360,546,288,453
10,1,1,5,261,546,288,410.25
10,1,1,10,405,546,261,363.75
10,1,1,15,339,546,261,393
10,1,1,20,651,405,261,341.25
10,1,1,25,471,651,261,414
10,1,1,30,360,651,339,466.5
10,1,1,35,192,651,339,455.25
10,1,1,40,342,651,192,418.5
10,1,1,45,456,471,192,341.25
10,1,1,50,387,456,192,337.5
10,1,1,55,342,456,192,344.25
10,1,2,0,447,456,342,381.75
10,1,2,5,363,456,342,408
10,1,2,10,357,447,342,384.75
10,1,2,15,258,447,342,377.25
10,1,2,20,363,447,258,356.25
10,1,2,25,453,363,258,335.25
10,1,2,30,318,453,258,357.75
10,1,2,35,255,453,258,348
10,1,2,40,315,453,255,347.25
10,1,2,45,201,453,255,335.25
10,1,2,50,231,318,201,272.25
10,1,2,55,333,315,201,250.5
10,1,3,0,174,333,201,270
10,1,3,5,333,333,174,234.75
10,1,3,10,207,333,174,267.75
10,1,3,15,249,333,174,261.75
10,1,3,20,225,333,174,240.75
10,1,3,25,261,333,207,253.5
10,1,3,30,144,261,207,235.5
10,1,3,35,195,261,144,219.75
10,1,3,40,141,261,144,206.25
10,1,3,45,285,261,141,185.25
10,1,3,50,204,285,141,191.25
10,1,3,55,300,285,141,206.25
10,1,4,0,123,300,141,232.5
10,1,4,5,102,300,123,228
10,1,4,10,279,300,102,182.25
10,1,4,15,258,300,102,201
10,1,4,20,114,279,102,190.5
10,1,4,25,69,279,102,188.25
10,1,4,30,144,279,69,180
10,1,4,35,219,258,69,146.25
10,1,4,40,207,219,69,136.5
10,1,4,45,408,219,69,159.75
10,1,4,50,198,408,144,244.5
10,1,4,55,234,408,198,258
10,1,5,0,237,408,198,261.75
10,1,5,5,375,408,198,269.25
10,1,5,10,264,375,198,261
10,1,5,15,120,375,234,277.5
10,1,5,20,183,375,120,249
10,1,5,25,195,375,120,235.5
10,1,5,30,81,264,120,190.5
10,1,5,35,228,195,81,144.75
10,1,5,40,150,228,81,171.75
10,1,5,45,171,228,81,163.5
10,1,5,50,132,228,81,157.5
10,1,5,55,183,228,132,170.25
10,1,6,0,171,183,132,159
10,1,6,5,231,183,132,164.25
10,1,6,10,342,231,132,179.25
10,1,6,15,552,342,171,231.75
10,1,6,20,273,552,171,324
10,1,6,25,297,552,231,349.5
10,1,6,30,309,552,273,366
10,1,6,35,330,552,273,357.75
10,1,6,40,357,330,273,302.25
10,1,6,45,246,357,297,323.25
10,1,6,50,309,357,246,310.5
10,1,6,55,252,357,246,310.5
10,1,7,0,309,357,246,291
10,1,7,5,258,309,246,279
10,1,7,10,402,309,252,282
10,1,7,15,540,402,252,305.25
10,1,7,20,396,540,258,377.25
10,1,7,25,324,540,258,399
10,1,7,30,369,540,324,415.5
10,1,7,35,486,540,324,407.25
10,1,7,40,333,486,324,393.75
10,1,7,45,408,486,324,378
10,1,7,50,390,486,333,399
10,1,7,55,384,486,333,404.25
